,order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,quantity,discount,sale_price,profit
4041,4042,2022-02-12,Standard Class,Corporate,United States,San Francisco,California,94110,West,Technology,Phones,TEC-PH-10001425,3,7.6000000000000005,182.4,29184.0
4042,4043,2023-01-28,Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Labels,OFF-LA-10001474,9,10.8,259.2,59616.0
4043,4044,2023-03-08,Standard Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,FUR-FU-10000672,6,2.8000000000000003,67.2,4032.0
4044,4045,2023-11-16,Standard Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Furnishings,FUR-FU-10001979,5,6.0,194.0,32980.0
4045,4046,2022-08-11,Standard Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Binders,OFF-BI-10003707,3,0.3,9.7,97.0
4046,4047,2023-11-14,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Appliances,OFF-AP-10002191,2,1.0,19.0,380.0
4047,4048,2023-04-10,First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10000501,3,4.0,76.0,5320.0
4048,4049,2023-07-05,First Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10001990,10,18.0,582.0,325920.0
4049,4050,2022-08-02,Second Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,FUR-FU-10003601,3,11.200000000000001,268.8,69888.0
4050,4051,2022-12-24,Second Class,Consumer,United States,New York City,New York,10011,East,Furniture,Chairs,FUR-CH-10001891,2,3.4,166.6,24990.0
4051,4052,2023-02-04,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,OFF-AR-10003469,3,0.0,0.0,0.0
4052,4053,2022-08-29,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Tables,FUR-TA-10004175,2,16.4,393.6,141696.0
4053,4054,2022-08-14,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,OFF-LA-10002945,11,1.8,58.2,3492.0
4054,4055,2023-02-13,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,OFF-PA-10000533,4,0.6,19.4,388.0
4055,4056,2023-07-25,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,OFF-ST-10004459,6,72.0,1728.0,2833920.0
4056,4057,2023-03-14,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Tables,FUR-TA-10004147,1,1.4000000000000001,68.6,4116.0
4057,4058,2023-02-06,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,OFF-ST-10000046,5,26.0,624.0,355680.0
4058,4059,2022-08-13,Standard Class,Consumer,United States,Oakland,California,94601,West,Technology,Phones,TEC-PH-10004774,7,2.8000000000000003,67.2,4032.0
4059,4060,2022-09-04,Standard Class,Consumer,United States,Oakland,California,94601,West,Furniture,Chairs,FUR-CH-10000595,3,17.1,552.9,254334.0
4060,4061,2022-01-21,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,TEC-AC-10002473,3,2.1,67.9,4074.0000000000005
4061,4062,2022-03-28,First Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10001628,3,0.6,29.4,882.0
4062,4063,2023-03-27,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,TEC-AC-10002800,1,2.0,38.0,1520.0
4063,4064,2023-06-30,First Class,Consumer,United States,Concord,North Carolina,28027,South,Office Supplies,Art,OFF-AR-10002766,9,0.4,19.6,392.0
4064,4065,2023-02-05,First Class,Consumer,United States,Concord,North Carolina,28027,South,Office Supplies,Supplies,OFF-SU-10002522,1,0.0,0.0,0.0
4065,4066,2022-07-05,Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Fasteners,OFF-FA-10003021,5,0.5,9.5,95.0
4066,4067,2022-04-02,Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Art,OFF-AR-10000634,3,0.5,9.5,95.0
4067,4068,2023-10-25,Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Labels,OFF-LA-10001771,12,1.5,48.5,1940.0
4068,4069,2022-12-05,Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Technology,Phones,TEC-PH-10004434,9,39.2,940.8,846720.0
4069,4070,2022-04-12,First Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,OFF-BI-10000050,9,0.3,9.7,97.0
4070,4071,2023-10-02,First Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,OFF-BI-10002414,4,0.5,9.5,95.0
4071,4072,2022-09-03,First Class,Consumer,United States,Dallas,Texas,75081,Central,Furniture,Bookcases,FUR-BO-10003159,2,4.8,155.2,21728.0
4072,4073,2022-04-11,Second Class,Home Office,United States,Indianapolis,Indiana,46203,Central,Technology,Copiers,TEC-CO-10002095,2,20.0,980.0,901600.0
4073,4074,2022-01-26,First Class,Home Office,United States,Broken Arrow,Oklahoma,74012,Central,Technology,Phones,TEC-PH-10004120,6,41.0,779.0,607620.0
4074,4075,2022-07-17,Standard Class,Consumer,United States,Miramar,Florida,33023,South,Furniture,Furnishings,FUR-FU-10003553,4,4.4,215.6,43120.0
4075,4076,2022-03-27,Standard Class,Consumer,United States,Miramar,Florida,33023,South,Furniture,Furnishings,FUR-FU-10001488,4,13.6,326.4,91392.0
4076,4077,2023-03-09,Second Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Binders,OFF-BI-10003094,2,0.4,9.6,96.0
4077,4078,2023-04-13,Second Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Fasteners,OFF-FA-10003472,4,0.3,9.7,97.0
4078,4079,2022-08-23,Second Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Paper,OFF-PA-10001289,3,3.6,116.4,11640.0
4079,4080,2023-10-10,First Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Technology,Phones,TEC-PH-10002293,3,1.0,49.0,2450.0
4080,4081,2023-05-27,Standard Class,Corporate,United States,Tigard,Oregon,97224,West,Office Supplies,Paper,OFF-PA-10000380,9,3.0,57.0,2850.0
4081,4082,2023-01-11,Standard Class,Corporate,United States,Tigard,Oregon,97224,West,Office Supplies,Binders,OFF-BI-10004828,1,0.2,9.8,98.0
4082,4083,2023-08-08,Standard Class,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Binders,OFF-BI-10004632,3,5.4,174.6,27936.0
4083,4084,2023-04-19,Standard Class,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Paper,OFF-PA-10000327,3,0.3,9.7,97.0
4084,4085,2022-01-06,First Class,Home Office,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,OFF-BI-10003291,3,0.3,9.7,97.0
4085,4086,2022-10-13,Second Class,Corporate,United States,Sacramento,California,95823,West,Technology,Phones,TEC-PH-10002275,2,6.0,294.0,76440.0
4086,4087,2023-01-18,Second Class,Corporate,United States,Sacramento,California,95823,West,Office Supplies,Binders,OFF-BI-10003291,3,0.6,19.4,388.0
4087,4088,2023-07-31,Second Class,Corporate,United States,Sacramento,California,95823,West,Office Supplies,Binders,OFF-BI-10000343,3,0.5,9.5,95.0
4088,4089,2022-04-17,Standard Class,Consumer,United States,Jonesboro,Arkansas,72401,South,Furniture,Bookcases,FUR-BO-10000711,9,12.8,627.2,370048.0
4089,4090,2022-06-20,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Labels,OFF-LA-10001297,2,0.4,19.6,392.0
4090,4091,2023-07-23,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Supplies,OFF-SU-10001574,3,0.4,9.6,96.0
4091,4092,2022-08-09,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,OFF-BI-10003305,3,0.2,9.8,98.0
4092,4093,2022-12-05,First Class,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Storage,OFF-ST-10002574,2,8.8,211.2,42240.0
4093,4094,2023-09-09,Standard Class,Consumer,United States,Florence,Kentucky,41042,South,Technology,Machines,TEC-MA-10000864,7,61.6,3018.4,8360968.0
4094,4095,2022-10-28,Standard Class,Consumer,United States,Florence,Kentucky,41042,South,Technology,Accessories,TEC-AC-10003289,4,1.6,78.4,5488.0
4095,4096,2022-05-10,Standard Class,Consumer,United States,Florence,Kentucky,41042,South,Technology,Phones,TEC-PH-10001619,3,11.8,578.2,306446.0
4096,4097,2022-05-21,Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Paper,OFF-PA-10004888,5,0.9,29.1,582.0
4097,4098,2023-02-22,Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Storage,OFF-ST-10000736,5,16.0,384.0,134400.0
4098,4099,2023-02-27,Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Binders,OFF-BI-10001120,5,189.0,9261.0,77885010.0
4099,4100,2023-12-05,Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Binders,OFF-BI-10000301,2,0.2,9.8,98.0
4100,4101,2023-04-18,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,OFF-AP-10004655,1,0.0,0.0,0.0
4101,4102,2022-02-05,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,OFF-AP-10002906,1,0.0,0.0,0.0
4102,4103,2022-01-12,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,OFF-PA-10000740,8,6.0,144.0,18720.0
4103,4104,2023-02-03,Same Day,Home Office,United States,Fremont,Nebraska,68025,Central,Furniture,Furnishings,FUR-FU-10001940,2,0.6,19.4,388.0
4104,4105,2022-03-04,Standard Class,Consumer,United States,San Diego,California,92105,West,Technology,Phones,TEC-PH-10000439,5,6.4,153.6,21504.0
4105,4106,2023-05-07,Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Binders,OFF-BI-10000404,2,0.3,9.7,97.0
4106,4107,2023-11-11,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,OFF-BI-10003676,2,0.0,0.0,0.0
4107,4108,2022-10-25,Same Day,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,OFF-ST-10002486,2,0.5,9.5,95.0
4108,4109,2022-10-17,Same Day,Consumer,United States,New York City,New York,10011,East,Furniture,Tables,FUR-TA-10003837,3,0.9,29.1,582.0
4109,4110,2022-01-20,Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Technology,Phones,TEC-PH-10002923,2,1.4000000000000001,68.6,4116.0
4110,4111,2023-07-01,Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Furniture,Bookcases,FUR-BO-10004360,1,3.2,156.8,20384.0
4111,4112,2022-03-06,Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper,OFF-PA-10002160,3,0.4,19.6,392.0
4112,4113,2023-04-24,Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Art,OFF-AR-10002375,1,0.0,0.0,0.0
4113,4114,2022-06-15,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Labels,OFF-LA-10000443,3,0.5,9.5,95.0
4114,4115,2022-08-28,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Technology,Phones,TEC-PH-10001750,3,3.2,156.8,21952.0
4115,4116,2023-06-19,First Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10004632,5,48.800000000000004,1171.2,1346880.0
4116,4117,2022-02-19,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,OFF-BI-10002813,2,0.0,0.0,0.0
4117,4118,2022-04-09,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,OFF-PA-10002005,3,1.0,19.0,380.0
4118,4119,2022-12-18,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Storage,OFF-ST-10000060,7,9.0,441.0,163170.0
4119,4120,2023-10-13,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,OFF-BI-10002706,8,2.7,87.3,6984.0
4120,4121,2022-01-22,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,TEC-AC-10000199,4,0.6,19.4,388.0
4121,4122,2022-01-06,Same Day,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,OFF-PA-10002870,6,1.2,38.8,1552.0
4122,4123,2023-11-03,Same Day,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Labels,OFF-LA-10004545,3,0.8,39.2,1568.0
4123,4124,2023-02-09,Same Day,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,OFF-BI-10000962,2,0.6,29.4,882.0
4124,4125,2022-01-06,Standard Class,Corporate,United States,Watertown,New York,13601,East,Office Supplies,Appliances,OFF-AP-10004249,3,0.8,39.2,1568.0
4125,4126,2023-08-01,Second Class,Consumer,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,FUR-FU-10001602,3,4.5,85.5,6840.0
4126,4127,2022-06-24,First Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Art,OFF-AR-10003179,6,2.0,48.0,2400.0
4127,4128,2023-07-12,Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Storage,OFF-ST-10003722,6,1.4000000000000001,68.6,4116.0
4128,4129,2022-06-07,Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Machines,TEC-MA-10001127,3,78.60000000000001,2541.4,5870634.0
4129,4130,2023-11-06,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Appliances,OFF-AP-10001947,4,2.1,67.9,4074.0000000000005
4130,4131,2023-09-05,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,OFF-BI-10001107,5,0.4,9.6,96.0
4131,4132,2022-12-07,Standard Class,Consumer,United States,Hollywood,Florida,33021,South,Office Supplies,Paper,OFF-PA-10000349,3,0.4,9.6,96.0
4132,4133,2022-12-11,Standard Class,Consumer,United States,Hollywood,Florida,33021,South,Office Supplies,Paper,OFF-PA-10003349,3,0.4,19.6,392.0
4133,4134,2022-02-24,Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Office Supplies,Fasteners,OFF-FA-10002280,9,2.0,48.0,2400.0
4134,4135,2023-12-21,Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Technology,Machines,TEC-MA-10000029,3,6.3,203.7,38703.0
4135,4136,2022-02-18,Standard Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Binders,OFF-BI-10002854,5,5.5,104.5,9405.0
4136,4137,2022-08-08,Standard Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Storage,OFF-ST-10003716,7,47.4,1532.6,2298900.0
4137,4138,2023-05-08,Standard Class,Consumer,United States,Alexandria,Virginia,22304,South,Office Supplies,Fasteners,OFF-FA-10000624,7,1.2,28.8,864.0
4138,4139,2023-06-06,First Class,Corporate,United States,Deer Park,Texas,77536,Central,Office Supplies,Binders,OFF-BI-10004654,6,0.4,9.6,96.0
4139,4140,2023-11-30,First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,OFF-ST-10001228,3,1.2,38.8,1164.0
4140,4141,2023-05-28,First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,FUR-FU-10003798,5,1.6,78.4,6272.0
4141,4142,2022-01-28,Standard Class,Consumer,United States,Wichita,Kansas,67212,Central,Office Supplies,Labels,OFF-LA-10003148,3,0.4,19.6,392.0
4142,4143,2023-06-09,Standard Class,Consumer,United States,Midland,Michigan,48640,Central,Office Supplies,Binders,OFF-BI-10001249,9,2.4,57.6,2880.0
4143,4144,2022-12-08,Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Art,OFF-AR-10003759,7,0.2,9.8,98.0
4144,4145,2022-01-03,Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Art,OFF-AR-10001227,3,0.5,9.5,95.0
4145,4146,2022-12-24,Standard Class,Home Office,United States,San Francisco,California,94110,West,Furniture,Chairs,FUR-CH-10000863,1,6.0,114.0,11400.0
4146,4147,2023-11-15,Standard Class,Consumer,United States,Freeport,New York,11520,East,Furniture,Furnishings,FUR-FU-10004017,3,6.4,313.6,87808.0
4147,4148,2023-05-29,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Binders,OFF-BI-10000962,3,0.5,9.5,95.0
4148,4149,2022-07-15,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Storage,OFF-ST-10004507,1,0.3,9.7,97.0
4149,4150,2023-02-27,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Technology,Accessories,TEC-AC-10002942,1,1.2,58.8,2940.0
4150,4151,2023-08-24,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Storage,OFF-ST-10002344,4,7.8,252.2,60528.0
4151,4152,2023-08-10,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,OFF-LA-10002475,5,0.9,29.1,873.0
4152,4153,2022-02-04,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,OFF-PA-10003072,3,0.8,19.2,384.0
4153,4154,2023-12-11,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,OFF-EN-10001509,3,0.0,0.0,0.0
4154,4155,2022-11-09,Standard Class,Corporate,United States,Bristol,Tennessee,37620,South,Office Supplies,Binders,OFF-BI-10004781,4,2.0,38.0,1140.0
4155,4156,2022-06-24,Standard Class,Corporate,United States,Bristol,Tennessee,37620,South,Office Supplies,Binders,OFF-BI-10000145,3,0.0,0.0,0.0
4156,4157,2022-03-30,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,TEC-AC-10003280,2,1.5,48.5,1940.0
4157,4158,2023-12-07,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,OFF-BI-10001107,6,0.6,29.4,882.0
4158,4159,2023-06-08,Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,OFF-PA-10000533,3,0.4,19.6,392.0
4159,4160,2022-03-21,Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Art,OFF-AR-10003056,3,0.3,9.7,97.0
4160,4161,2022-12-19,Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,TEC-PH-10002834,3,27.0,513.0,246240.0
4161,4162,2022-05-09,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,OFF-ST-10002214,2,0.4,19.6,392.0
4162,4163,2022-05-26,Standard Class,Consumer,United States,Dover,New Hampshire,3820,East,Office Supplies,Labels,OFF-LA-10004484,4,0.6,19.4,388.0
4163,4164,2022-08-20,Standard Class,Consumer,United States,Dover,New Hampshire,3820,East,Office Supplies,Binders,OFF-BI-10003091,3,33.5,636.5,362805.0
4164,4165,2022-12-19,First Class,Corporate,United States,Aurora,Colorado,80013,West,Technology,Accessories,TEC-AC-10003027,7,5.1000000000000005,164.9,23086.0
4165,4166,2022-10-12,First Class,Corporate,United States,Aurora,Colorado,80013,West,Office Supplies,Storage,OFF-ST-10003638,9,8.5,161.5,25840.0
4166,4167,2022-12-14,Standard Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Paper,OFF-PA-10003848,3,0.6,19.4,388.0
4167,4168,2022-02-17,First Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Storage,OFF-ST-10002352,4,0.6,29.4,882.0
4168,4169,2023-11-23,First Class,Consumer,United States,Pasadena,California,91104,West,Furniture,Chairs,FUR-CH-10000229,2,8.6,421.4,168560.0
4169,4170,2022-11-09,First Class,Home Office,United States,Mesa,Arizona,85204,West,Office Supplies,Paper,OFF-PA-10000788,6,1.5,28.5,855.0
4170,4171,2023-01-07,First Class,Home Office,United States,Mesa,Arizona,85204,West,Office Supplies,Paper,OFF-PA-10002968,3,1.5,48.5,1940.0
4171,4172,2023-03-20,Standard Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Storage,OFF-ST-10002486,7,1.5,48.5,2425.0
4172,4173,2022-06-19,Same Day,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,OFF-BI-10002215,2,0.2,9.8,98.0
4173,4174,2022-10-24,Same Day,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,OFF-PA-10000788,2,0.5,9.5,95.0
4174,4175,2022-09-18,Same Day,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,OFF-BI-10003364,2,2.4,57.6,2880.0
4175,4176,2023-05-25,First Class,Home Office,United States,Santa Ana,California,92704,West,Office Supplies,Art,OFF-AR-10003582,2,1.2,58.8,2940.0
4176,4177,2023-01-31,Standard Class,Corporate,United States,Columbia,South Carolina,29203,South,Technology,Phones,TEC-PH-10003273,5,18.900000000000002,611.1,329994.0
4177,4178,2023-05-26,Standard Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,OFF-PA-10000100,3,4.8,115.2,11520.0
4178,4179,2023-10-17,Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,OFF-PA-10001776,5,1.5,48.5,1940.0
4179,4180,2022-07-29,Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Binders,OFF-BI-10004182,9,0.3,9.7,97.0
4180,4181,2022-12-25,Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Binders,OFF-BI-10000756,5,0.0,0.0,0.0
4181,4182,2022-06-21,Standard Class,Home Office,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10001539,4,9.6,310.4,80704.0
4182,4183,2023-06-08,Standard Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10002377,3,0.6,19.4,388.0
4183,4184,2022-04-25,Standard Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Storage,OFF-ST-10000991,3,17.0,323.0,93670.0
4184,4185,2022-04-10,First Class,Corporate,United States,Franklin,Massachusetts,2038,East,Furniture,Bookcases,FUR-BO-10002853,1,1.6,78.4,5488.0
4185,4186,2023-10-27,First Class,Consumer,United States,Baltimore,Maryland,21215,East,Technology,Accessories,TEC-AC-10004510,6,5.0,95.0,8550.0
4186,4187,2022-08-11,Standard Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,OFF-BI-10003712,7,0.4,9.6,96.0
4187,4188,2023-12-18,Standard Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,OFF-BI-10002571,1,0.0,0.0,0.0
4188,4189,2023-02-10,Standard Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Storage,OFF-ST-10004835,2,0.2,9.8,98.0
4189,4190,2022-04-19,Second Class,Corporate,United States,Iowa City,Iowa,52240,Central,Office Supplies,Paper,OFF-PA-10004022,1,0.2,9.8,98.0
4190,4191,2022-11-29,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Technology,Copiers,TEC-CO-10004722,3,525.0,9975.0,92169000.0
4191,4192,2022-08-15,Same Day,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Paper,OFF-PA-10004248,5,0.8,19.2,384.0
4192,4193,2022-05-20,Standard Class,Corporate,United States,Boise,Idaho,83704,West,Furniture,Tables,FUR-TA-10000577,2,35.0,665.0,418950.0
4193,4194,2022-04-13,Standard Class,Corporate,United States,Boise,Idaho,83704,West,Technology,Phones,TEC-PH-10001254,3,6.0,294.0,79380.0
4194,4195,2023-08-03,Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Art,OFF-AR-10001044,2,1.0,49.0,2450.0
4195,4196,2023-03-19,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Furnishings,FUR-FU-10002597,5,0.4,19.6,392.0
4196,4197,2023-06-12,Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,OFF-LA-10004093,3,0.8,19.2,384.0
4197,4198,2022-12-06,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,OFF-AP-10000179,4,7.8,382.2,133770.0
4198,4199,2022-07-15,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,OFF-BI-10001072,4,0.6,19.4,388.0
4199,4200,2022-01-29,Same Day,Home Office,United States,New York City,New York,10024,East,Office Supplies,Labels,OFF-LA-10004093,1,0.2,9.8,98.0
4200,4201,2022-11-19,Same Day,Home Office,United States,New York City,New York,10024,East,Technology,Copiers,TEC-CO-10002095,2,40.0,760.0,501600.0
4201,4202,2022-03-03,Same Day,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10002713,6,1.6,38.4,1536.0
4202,4203,2022-06-29,Same Day,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10002254,7,5.4,174.6,29682.0
4203,4204,2023-02-09,Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Office Supplies,Art,OFF-AR-10001683,5,2.0,48.0,1920.0
4204,4205,2022-02-24,Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Office Supplies,Paper,OFF-PA-10002195,2,0.5,9.5,95.0
4205,4206,2022-04-11,Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Furniture,Furnishings,FUR-FU-10002364,2,0.4,9.6,96.0
4206,4207,2023-03-22,Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Office Supplies,Binders,OFF-BI-10004001,2,0.9,29.1,873.0
4207,4208,2023-06-02,Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Furniture,Furnishings,FUR-FU-10000023,3,0.6,19.4,388.0
4208,4209,2023-02-13,Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Furniture,Chairs,FUR-CH-10002320,5,80.0,1520.0,2234400.0
4209,4210,2022-10-12,Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Furniture,Tables,FUR-TA-10003238,1,15.6,374.4,134784.0
4210,4211,2023-11-13,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,OFF-PA-10004965,2,0.8,19.2,384.0
4211,4212,2023-11-08,Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,OFF-PA-10003016,3,0.5,9.5,95.0
4212,4213,2023-03-08,Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Art,OFF-AR-10003651,2,0.2,9.8,98.0
4213,4214,2022-01-02,Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,OFF-PA-10001363,2,0.4,19.6,392.0
4214,4215,2023-10-05,Standard Class,Consumer,United States,Mishawaka,Indiana,46544,Central,Office Supplies,Binders,OFF-BI-10003876,3,6.5,123.5,14820.0
4215,4216,2022-09-12,Standard Class,Consumer,United States,Mount Vernon,New York,10550,East,Office Supplies,Envelopes,OFF-EN-10004007,4,1.8,58.2,2910.0
4216,4217,2023-07-16,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Labels,OFF-LA-10002271,3,0.2,9.8,98.0
4217,4218,2022-06-29,First Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Bookcases,FUR-BO-10003894,8,9.6,470.4,183456.0
4218,4219,2023-07-30,First Class,Corporate,United States,San Francisco,California,94110,West,Technology,Machines,TEC-MA-10000418,2,96.0,4704.0,18957120.0
